Grupo,Frase,Tipo
455,Found the #4 cylinder baffle with its rivets sheared off.,var
455,Rivets were sheared off the baffle of cylinder 2.,var
455,Baffle at cylinder 1 showed sheared-off rivets.,var
456,The right baffle spring is disconnected.,var
456,Found the left baffle spring has come loose and is disconnected.,var
456,Baffle spring on engine #2 is detached and needs reattachment.,var
456,The #1 right-side baffle spring separated from its mounting.,var
457,Foreign object damage (FOD) was detected in the engine intake.,var
457,Debris in the engine inlet caused damage to the intake area.,var
457,Found foreign-object damage inside the engine intake duct.,var
457,The engine intake sustained FOD to the inlet.,var
458,A wrench was found left on the left engine bolt during inspection.,var
458,A wrench was forgotten on the right engine bolt.,var
458,Post-maintenance check revealed a wrench left on an engine bolt.,var
458,Wrench left behind on No.2 engine bolt.,var
459,The left fuel placard is covered and not visible.,var
459,    The right fuel placard appears to be covered.,var
459,    LH fuel placard blocked from view.,var
459,    Can't read the left-side fuel placard — it's covered over.,var
460,Right #2 cylinder exhaust pushrod seal is leaking oil.,var
460,There's oil seeping from the exhaust push-rod seal on the left #3 cylinder.,var
460,Leak observed at the exhaust pushrod seal of the left #2 cylinder.,var
460,The exhaust pushrod seal on the right #4 cylinder shows a leak.,var
461,Owner requests engine compression checks to be performed.,var
461,Customer asked that we do compression tests on the engine.,var
461,Operator requests compression testing of the engine cylinders.,var
461,Owner wants the engine's cylinder compressions checked.,var
462,Baffle on cylinder No.2 is chafing against the oil return line.,var
462,Found the cylinder baffle rubbing on the oil return hose at cylinder #4.,var
462,Chafing observed between the baffle and oil return line at cylinder 1.,var
462,The #3 cylinder baffle is contacting and abrading the oil return line.,var
463,A crack was detected in the aft baffle reinforcement angle of the left engine (#4).,var
463,"The aft baffle reinforcement angle on the right engine, #3, is cracked.",var
463,Found a fracture in the aft baffle brace on the left #5 engine.,var
463,Right engine #2 aft baffle reinforcement angle shows cracking.,var
464,Rocker drain line on cylinder #2 is loose.  ,var
464,Found the rocker drain hose loose at cyl. 4 during inspection.  ,var
464,Loose drain line observed at the rocker cover of cylinder 1.  ,var
464,Cylinder #3’s rocker drain line was found unsecured.,var
465,Cooling baffle cracked on the front-left of the right engine.,var
465,Found a crack in the front-right cooling baffle on the left engine during inspection.,var
465,Front-left cooling baffle failure noted on engine 2.,var
465,Left-front baffle cracked — located on right engine #3.,var
466,The bottom oil cooler line is chafing against the fuel pump on the right engine.,var
466,Found the lower oil cooler hose rubbing on the fuel pump of the left engine.,var
466,"Bottom oil cooler line rubbing on fuel pump, #2 engine.",var
466,The lower oil cooler line is contacting and wearing on the fuel pump of the #3 engine.,var
467,Baffle tie rod is chafing into the No. 3 oil return line on the right engine.,var
467,The baffle tie-rod is rubbing into the #2 oil return line on the left engine.,var
467,Found baffle tie rod abrasion into oil return line No. 4 of the right engine.,var
467,Baffle tie rod rubbing into the #3 oil return on the left engine — needs repair.,var
468,The left engine's left magnetos produced considerable vibration during the inspection.,var
468,The mags on the left-hand engine were vibrating a lot.,var
468,Considerable vibration was observed from the left-side magnetos of engine #1.,var
468,Heavy vibration was recorded on the right magnetos of engine #2.,var
469,The clamp on the left engine #2 primer line needs to be repositioned.,var
469,The left engine's second primer-line clamp is misaligned and should be moved.,var
469,Reposition the primer-line clamp on the right engine #3 — it's not seated correctly.,var
469,Primer line clamp for engine 2 left requires repositioning.,var
470,Retaining nut absent from the muffler assembly.,var
470,Found the muffler without its nut during inspection.,var
470,The muffler’s nut appears to have fallen off.,var
470,Inspection revealed a missing nut on the muffler.,var
471,The engine must be disassembled and inspected after a prop strike.,var
471,"    After the prop struck, the engine needs to be taken apart and checked.",var
471,    Disassembly and inspection of the engine are required due to a propeller impact.,var
471,    Prop strike necessitates a teardown and detailed inspection of the engine.,var
472,The upper oil cooler line is chafing against the vacuum pump line.,var
472,Top oil cooler hose is rubbing on the vacuum pump hose and showing wear.,var
472,Chafing observed where the oil cooler top line contacts the vacuum pump line.,var
472,The oil cooler’s uppermost line has rubbed against the vacuum pump line and become abraded.,var
473,Left engine number 2 exhaust gas temperature gauge is inoperative.,var
473,EGT on the right engine #3 has failed and shows no reading.,var
473,No exhaust gas temperature indication from left engine #1.,var
473,Engine #2 EGT on the right side is not operating.,var
474,The ADEL clamps securing the fuel line to the fuel control unit are loose.,var
474,Found loose Adel clamps on the fuel line at the fuel control unit.,var
474,An ADEL clamp on the fuel-control-unit fuel line has worked loose.,var
474,Fuel line to the FCU had its Adel clamps loose and requires retightening.,var
475,The manifold pressure (psi) line is broken and needs repair.,var
475,    Found a busted manifold PSI line that isn’t holding pressure.,var
475,    Manifold pressure line failed—broken section observed during inspection.,var
475,    A break was identified in the manifold psi line.,var
476,The #4 baffle spark plug access hole requires a patch.,var
476,Patch the spark plug access opening on the left baffle of engine #3.,var
476,The access hole for the spark plug in the #2 baffle was found needing a patch.,var
476,Needs a patch: spark plug access port on the right engine’s #5 baffle.,var
477,Cylinder 3 intake leaking at the connection to the oil sump.,var
477,There's a leak where cylinder 1's intake meets the oil sump.,var
477,Leak detected at the intake-to-oil-sump joint on cylinder 4.,var
477,Cyl 5 intake leaking at the sump connection point.,var
478,The forward engine rubber baffle was found hanging loosely from its mount.,var
478,    The front rubber baffle on the engine is hanging loose.,var
478,    Front engine rubber baffle loose and dangling; needs securing.,var
478,    A rubber baffle at the front of the engine is hanging down and not properly attached.,var
479,Right engine oil cooler is leaking.,var
479,The left engine's oil cooler has a leak.,var
479,Found oil leaking from the #2 engine cooler during inspection.,var
479,Oil cooler on engine 1 is leaking.,var
480,Oil is seeping from the case-half bolt on the top lifting bracket.,var
480,    The top lifting bracket’s case half bolt is leaking oil.,var
480,    Found oil coming from the bolt in the upper lifting-bracket case half.,var
480,    A case-half bolt at the top lifting bracket is weeping oil.,var
481,Left engine baffle rubbing on the #3 oil return line.,var
481,"Right engine baffle contacting oil return line #2, causing chafing.",var
481,Noted chafing of the baffle against the #4 oil return tube on the left engine.,var
481,The left-side baffle is wearing into the #1 oil return line.,var
482,Rocker drain lines on cylinders #2 and #3 have no torque seal.,var
482,No torque seal was found on the rocker drain lines for cyl 3 and cyl 2.,var
482,Cylinders 3 & 2 rocker drain lines are missing the torque seal.,var
482,Found the #3/#2 cylinder rocker drain lines without a torque-seal.,var
483,"The snap plug hole in the left engine baffle is worn, and the right baffle shows the same wear.",var
483,    Found wear at the snap plug hole on the right engine baffle; the left side is affected too.,var
483,"    Both engine baffles have worn snap-plug holes — left noted first, opposite side also worn.",var
483,    Inspection revealed worn snap plug holes in the left baffle and the right baffle as well.,var
484,Cylinder #2 standby assembly is broken and requires replacement.,var
484,Found the standby assembly on cylinder #3 busted during inspection.,var
484,Left cylinder #1 standby unit is fractured.,var
484,The standby assembly for cylinder number four is cracked and not serviceable.,var
485,Left-engine left-side baffle connecting rod is broken.,var
485,The baffle connecting rod on the right side of the left engine has snapped.,var
485,Connecting rod for the right-side baffle on the right engine fractured.,var
485,A broken connecting rod was found in the left-side baffle of the left engine during inspection.,var
486,The starter front cap is loose and requires securing.,var
486,Found the front cap on the starter loose — needs tightening.,var
486,Loose starter front cap observed during inspection.,var
486,The front housing cap of the starter was discovered to be loose.,var
487,The intake boot is torn.,var
487,Found a tear in the induction boot during inspection.,var
487,The air intake boot has a rip and needs replacement.,var
487,Observed a split in the intake boot.,var
488,The side baffle on cylinder #3 has loose hardware.,var
488,Found loose bolts on the left-side baffle of cylinder 2.,var
488,Loose fasteners were noted on the right side baffle of cylinder 3.,var
488,Cylinder 4 side baffle has loose hardware.,var
489,A screw is missing from the engine cooling baffle on the right side.,var
489,The engine cooling baffle on the left side is missing a fastener.,var
489,Found the #1 engine cooling baffle without its retaining screw on the right-hand side.,var
489,"Noted missing screw at the engine cooling baffle, left side.",var
490,Crack in the #2 cylinder baffle has propagated past the existing stop-drill.,var
490,The baffle crack on cylinder 3 has grown beyond the drilled stop hole.,var
490,Observed that the #4 cylinder baffle crack extends past the current stop-drill.,var
490,The #1 cylinder baffle crack is spreading beyond the stop drill.,var
491,The baffle plug hole on the left engine is worn and needs inspection.,var
491,Found wear in the right engine’s baffle plug opening.,var
491,The #1 engine baffle plug hole shows excessive wear.,var
491,Baffle plug hole on #2 engine worn out — service recommended.,var
492,The fuel-line support bracket at the baffle support is loose and needs tightening.,var
492,Found the clamp that holds the fuel line to the baffle support loose — snug it up.,var
492,Fuel line support bracket at baffle support was discovered loose during inspection.,var
492,Secure or replace the loose fuel line support bracket where it attaches to the baffle.,var
493,Engine experienced an overspeed condition.,var
493,The engine exceeded its maximum RPM limit.,var
493,Observed engine RPM go past the redline — overspeed occurred.,var
493,Engine revved beyond the allowable speed.,var
494,A rivet is missing from the right baffle hold-down angle behind the oil cooler.,var
494,    Found a missing rivet on the left baffle hold-down angle just aft of the oil cooler.,var
494,    One rivet has fallen out of the baffle hold-down angle on the right side behind the oil cooler.,var
494,    Missing rivet at the baffle hold-down angle located behind the oil cooler on the left.,var
495,Crack observed in the engine cowling baffle at the #1 cylinder.,var
495,Found a split in the cowling baffle near cylinder 2.,var
495,A crack was detected in the engine cowling baffle adjacent to cylinder No. 3.,var
495,The cowling baffle by cylinder 4 is cracked.,var
496,Did a normal start; when it fired the engine ran rough for several minutes.,var
496,"Started up normally, but once it fired the engine was rough for a few minutes.",var
496,Normal start completed — engine ran rough upon firing for about five minutes.,var
496,Engine fired on a normal start yet ran rough for a short period afterward.,var
497,Baffle support bracket at cylinder #2 has loose screws.  ,var
497,Found loose screws on the baffle mounting bracket for cylinder 4.  ,var
497,"Loose fasteners were observed on the engine baffle support bracket, cylinder #1.  ",var
497,The baffle bracket on cylinder #3 is loose — the screws are not tight.,var
498,The cowl seal at cylinder #3 needs to be reattached to the baffling.,var
498,    Cowl seal by cylinder #1 has pulled away — re-secure it to the baffle.,var
498,    Reattach the cowl seal adjacent to the #4 cylinder to the baffling.,var
498,    Found the cowl-to-baffle seal near cylinder #2 loose; it must be secured back to the baffling.,var
499,The engine baffle top spark plug access hole for cylinder #4 requires enlargement for proper plug access.,var
499,The top plug hole in the baffle for cylinder 3 is too small and needs to be opened up.,var
499,Rework required: baffle top spark plug access opening on cylinder 2 is undersized.,var
499,Enlarge the top spark plug access opening in the engine baffle for cylinder 1.,var
500,Three screws that secure the baffles are missing.,var
500,Found two of the baffle screws missing during the check.,var
500,Four baffle-attachment screws were not present on inspection.,var
500,Three screws missing from each baffle assembly.,var
501,Found a crack in the engine cooling baffle at cylinder No. 1.,var
501,A fracture was noted on the cooling baffle beside cylinder #2.,var
501,Cooling baffle next to the No. 3 cylinder shows a visible crack.,var
501,Observed a crack on the engine's cooling baffle near cylinder 4.,var
502,"A screw was found loose on the baffle, located behind the oil filler tube.",var
502,Found a loose screw right behind the oil fill tube on the baffle.,var
502,Loose fastener discovered on the baffle aft of the oil filler tube.,var
502,There is a loose screw on the baffle behind the oil filler tube — secure it.,var
503,The inboard spring on the left baffle has pulled through.,var
503,    The baffle’s inboard spring on the right side has worked its way through.,var
503,    Left-hand baffle I/B spring pulled through the skin.,var
503,    The inboard spring of the right baffle has come through and is protruding.,var
504,Rocker covers on cylinders #3 and #2 were installed with the baffle tube routed under the covers.,var
504,"Installed the #2 & #3 rocker covers, making sure the baffle tube sits underneath.",var
504,Rocker covers for #1 and #4 installed; baffle tube positioned beneath the covers.,var
504,Both rocker covers were fitted with the baffle tube running under them on cylinders 2 and 3.,var
505,The manifold pressure (PSI) gauge is reading atmospheric pressure.,var
505,Found the manifold PSI showing outside air pressure.,var
505,Manifold psi gauge equals ambient atmospheric pressure.,var
505,Observed the manifold pressure gauge indicating the same pressure as the surrounding air.,var
506,Left engine baffle rod running along cylinders 2 and 4 is broken.,var
506,Found a broken baffle rod on the right engine that runs beside cylinders #1 and #3.,var
506,The baffle rod along cylinders 3 and 1 on the left engine is fractured.,var
506,Right engine has a snapped baffle rod running along cylinders 2 & 4.,var
507,The left engine carburetor airbox has a sheared rivet on the top forward side.,var
507,Found a sheared rivet at the forward top of the right-engine carburetor air box.,var
507,A rivet has sheared on the top-forward corner of the left engine’s carburetor airbox.,var
507,Top forward rivet of the left engine carburetor air box is sheared.,var
508,Inspection shows the left engine carburetor air box appears to have been on fire.,var
508,Looks like the right engine's carburetor airbox was burning.,var
508,The No. 2 engine carburetor air box exhibits scorch patterns consistent with fire damage.,var
508,Found the left carburetor air box on engine 1 scorched as if it caught fire.,var
509,A tear was discovered in the air intake tubing.,var
509,The intake hose is ripped.,var
509,Air intake ducting has a tear.,var
509,Found the air intake tubing split during inspection.,var
510,The front right engine baffle rivets have sheared.,var
510,Found sheared rivets on the front left engine baffle.,var
510,Several rivets securing the #1 forward right baffle are sheared.,var
510,Rivets on the forward left engine baffle were sheared and need replacement.,var
511,The connection wire for the right-side engine baffling is broken.,var
511,Found a broken wire that secures the left engine baffle.,var
511,Baffle connection wire on the #2 engine is fractured.,var
511,Right engine baffling wire snapped off.,var
512,"Crack in the baffle on the upper-right side of the engine, adjacent to the engine mount bolt.",var
512,Found a crack in the baffle up on the top-left side of the engine right next to the mount bolt.,var
512,A crack was noted in the engine baffle at the top-right area beside the engine-mount bolt.,var
512,Top-area baffle cracked by the mount bolt on the right side of the engine.,var
513,"There is a crack in the engine baffling at the front of the left side, just ahead of cylinder #2.",var
513,Found a crack on the right-side baffle in front of cylinder #3.,var
513,"Crack observed forward of the left engine baffles, positioned ahead of No. 1 cylinder.",var
513,"Front baffle cracked on the right side, located in front of #2 cyl.",var
514,Engine oversped to 2840 RPM and the over‑rev condition lasted about 1 second.,var
514,The engine went past the redline to roughly 2850 rpm and was over‑revved for about one second.,var
514,"Overspeed recorded — engine reached 2,835 RPM; over‑rev duration approximately 1 s.",var
514,Experienced an over‑rev event: engine hit ~2845 RPM and remained over the limit for ~1 second.,var
515,The aircraft failed the mixture override check.,var
515,The mixture override test did not pass during inspection.,var
515,"During testing, the mixture override did not operate correctly and showed a failure.",var
515,Mixture override check returned a fail on the airplane.,var
516,"After run-up, oil was observed leaking from the right engine’s oil filter housing.",var
516,During the runup check the left engine started dripping oil at the filter housing.,var
516,Right engine oil leak detected at the oil filter housing following run-up.,var
516,Oil found seeping from the left engine filter housing after run up.,var
517,Right engine’s right exciter lead is chafed from rubbing on the oil pressure tube.,var
517,On the left engine the right exciter lead was rubbing on the oil pressure line and is worn.,var
517,Engine #2 left exciter lead abraded where it contacts the oil pressure tube.,var
517,Found the right exciter lead on engine #1 worn from chafing against the oil pressure tube.,var
518,Inter-cylinder baffle cracked between cylinders #1 and #3.,var
518,Found a crack in the inter-cylinder baffle between cyls #2 and #3.,var
518,Cracked inter-cylinder baffle observed between cylinders 3 and 1.,var
518,The baffle between cylinder one and three has a fracture.,var
519,"The #3 intake gasket is leaking, and the intake tube is also leaking at the sump.",var
519,"Found the intake gasket on #2 leaking, with the intake tube seeping into the sump.",var
519,Observed a leak at the intake gasket and the intake tube leaking at the sump on engine #4.,var
519,"Intake gasket leak at #1, plus the intake tube is leaking at the sump.",var
520,A small grommet was torn on the top engine baffle at the aft‑middle position.,var
520,Found a torn small grommet in the aft center of the upper engine baffle.,var
520,The top engine baffle has a ripped small grommet toward the rear middle.,var
520,Torn grommet (small) located on the upper baffle at the aft‑middle area.,var
521,Multiple retention fingers are missing from the baffle plugs.,var
521,Lots of the fingers on the baffle plugs are gone.,var
521,Baffle plugs show numerous missing fingers.,var
521,Several baffle plug tabs/fingers are broken or absent and need replacement.,var
522,"Valve cover gaskets on engines #1, #3 and #4 are leaking.",var
522,"Found leaking valve cover gaskets on engines #2, #3 and #4 during the inspection.",var
522,"Leakage detected at the valve cover seals for engines 3, 1 and 4.",var
522,"Valve cover gasket leaks noted on engines #1, #2 and #4.",var
523,The right upper-front engine baffle rubber seal is not attached.,var
523,Found the left front-top baffle rubber seal loose on the engine — not secured.,var
523,Right front top baffle rubber seal for the engine is detached.,var
523,Upper forward baffle rubber seal on the left engine is missing its attachment.,var
524,The idle speed and mixture need to be adjusted.,var
524,    ,var
524,Adjust the idle RPM and fuel/air mixture.,var
524,    ,var
524,Idle setting and mixture are out of tolerance and require tuning.,var
524,    ,var
524,Recommend tuning the idle speed and mixture to specified values.,var
525,Idle RPM reading is low.,var
525,Engine idle speed is below specified limits.,var
525,Low idle observed during run-up.,var
525,Engine is idling too slowly; idle RPM low.,var
526,Rivets on the aft baffling behind cylinder #3 were found sheared.,var
526,Found several rivets sheared on the rear baffle behind cylinder #2.,var
526,Sheared rivets observed on the aft baffle aft of cylinder 4.,var
526,The aft baffling aft of cylinder three has rivets that have sheared.,var
527,The intake bolt hole on engine #2 is stripped.,var
527,Found the intake bolt hole at position 3 stripped during inspection.,var
527,A stripped intake bolt hole was discovered on engine 1 — the bolt won’t catch.,var
527,Intake bolt hole on engine 4 is stripped; the bolt cannot be secured.,var
528,A maintenance flight is required to perform the power check.,var
528,    ,var
528,Require a maintenance flight to run the engine power check.,var
528,    ,var
528,Need to do a functional check flight to verify power output.,var
528,    ,var
528,Arrange a maintenance flight so the power check can be completed.,var
529,The aft baffling on the left engine is cracked behind cylinder #4.,var
529,Found a crack in the rear baffle of the right engine just aft of cylinder #3.,var
529,A crack was noted in the left engine’s aft baffle behind cyl. #2.,var
529,Rear baffling behind cylinder 4 on the right engine shows a crack.,var
530,Outboard clamp on cylinder #4 pushrod tube is loose.,var
530,Found the O/B clamp on the #3 cylinder pushrod tube hanging loose.,var
530,The outboard pushrod tube clamp for cylinder 5 is not secure.,var
530,Secure the loose clamp on the outboard pushrod tube of cylinder 2.,var
531,Engine cannot produce enough power to hover above 2 ft.,var
531,The engine won't generate sufficient thrust to climb out of a 3' hover.,var
531,Observed the engine failing to make the power needed to hover higher than 1 foot.,var
531,Unable to get the engine to deliver the power required to lift past a 4-foot hover.,var
532,The No. 2 engine oil drain line shows an abrasion mark.,var
532,Found a rub mark on the oil drain tube of engine 4.,var
532,Oil drain line for engine 1 has a visible chafe mark.,var
532,The #3 oil drain hose displays a rub mark.,var
533,A test flight is required to verify hover power.,var
533,Perform a flight test to confirm hover performance.,var
533,Need to conduct a test flight to check the helicopter’s ability to hover.,var
533,Recommend one flight test to validate hover capability.,var
534,Cylinder 3 temperature probe is loose and needs to be secured.,var
534,Found cylinder 4 temp sensor with play — the probe is not tight.,var
534,Temperature probe on cylinder 5 is loose and wobbles in its fitting.,var
534,Cylinder 2's temperature probe came loose and should be inspected.,var
535,"Observed vibration and rough running of the engine, and it was not producing fuel flow.",var
535,Felt heavy shaking and the engine ran rough — it also wasn’t getting any fuel.,var
535,"Vibrations and engine roughness were noted, with no fuel delivery detected.",var
535,"Engine was vibrating and running unevenly, plus there was no fuel being supplied.",var
536,The corner bracket on the left engine's left rear baffle is cracked.,var
536,Found a crack in the left engine’s right rear baffle corner bracket.,var
536,The right engine corner bracket at the left rear baffle has a crack.,var
536,Left-engine left-rear-baffle corner bracket cracked.,var
537,Front baffle seals on the lower left and lower right sides need replacement.,var
537,The front baffle seals on the bottom right and bottom left need to be replaced.,var
537,Front lower baffle seals on sides 1 and 2 require servicing.,var
537,Both lower front baffle seals (left/right) need repair.,var
538,Rocker cover gasket on cylinder #1 requires replacement.,var
538,The gasket beneath the rocker cover at #3 is worn and needs to be changed.,var
538,Replace the #4 rocker cover gasket; it is no longer serviceable.,var
538,Rocker cover gasket for cylinder 2 needs replacement.,var
539,The front baffle seal on the top left and top right needs to be secured.,var
539,Secure the front baffle seal at the top right and top left — it's loose.,var
539,Front baffle seal requires fastening on the upper LH and RH sides.,var
539,The front baffle seal on the upper sides (top left/top right) must be secured.,var
540,LH and RH baffle plug holes require patches.,var
540,Both the left and right baffle plug holes need patching.,var
540,The #2 and #1 baffle plug holes must be patched.,var
540,Baffle plug holes on both sides require repair patches.,var
541,Inspection found the right baffle seal is loose and needs to be secured.,var
541,Found left baffle seal needs to be fastened down.,var
541,Baffle seal on #2 engine requires securing before flight.,var
541,Right-side baffle seal should be secured; discovered during the check.,var
542,The oil cooler requires a blow-out to clear any blockage.,var
542,    Need to blow out the oil cooler — it looks clogged.,var
542,    The oil cooler should be cleaned by performing a blow-out.,var
542,    Perform a blow-out on the oil cooler to remove debris.,var
543,The engine oil cooler can be cleaned from the outside.,var
543,    External cleaning of the engine oil cooler is possible.,var
543,    The oil cooler on the engine is serviceable by cleaning externally.,var
543,    You can clean the engine’s oil cooler externally without internal disassembly.,var
544,The main rotor transmission oil cooler can be cleaned from the outside.,var
544,You can clean the M/R transmission oil cooler externally without disassembling it.,var
544,External cleaning will suffice for the main rotor gearbox oil cooler.,var
544,The M/R transmission oil cooler is serviceable by cleaning the exterior.,var
545,The aft baffle on cylinder #2 is cracked where it contacts the oil cooler mount.,var
545,Found a crack in the #4 aft cylinder baffle caused by rubbing against the oil cooler mount.,var
545,Aft cylinder baffle (cyl #1) fractured from interference with the oil cooler mounting.,var
545,Crack observed in the #3 aft cylinder baffle adjacent to the oil cooler mount.,var
546,The nut on the C-flange bolt is stripped.,var
546,    The C flange bolt’s nut is rounded off and won’t hold.,var
546,    Found a stripped nut on the bolt at flange C during inspection.,var
546,    The nut securing the bolt at flange C has damaged (stripped) threads.,var
547,The baffle on cylinder #1 was cracked by contact with the valve cover.  ,var
547,Valve cover rubbed against the baffle of cylinder No. 2 and caused a crack.  ,var
547,Found the first cylinder’s baffle cracked where the valve cover had made contact.  ,var
547,"The valve cover struck the baffle on cylinder #3, resulting in a crack.",var
548,The felt pad on the left carburetor heat valve is missing.,var
548,Found the right carb heat valve without its felt during inspection.,var
548,No felt present on the left carburetor heat valve.,var
548,Inspection revealed the felt missing from the right carburetor heat valve.,var
549,A crack was found in the baffling at the valve cover of cylinder #1.,var
549,There’s a crack in the baffle beside the valve cover on cylinder #2.,var
549,Cracking observed in the cylinder baffle adjacent to the rocker cover of cyl 3.,var
549,Found a split in the baffle next to the valve cover on cyl #4 during inspection.,var
550,Right-side lower-forward oil cooler hose bracket is broken.,var
550,The lower forward bracket that secures the oil cooler hose on the left side has snapped.,var
550,"Lower-forward oil cooler hose bracket, right side, fractured.",var
550,Left lower-forward oil cooler hose bracket failed.,var
551,Left engine is missing the baffle bolt from cylinder No. 3.,var
551,Found the baffle bolt gone from cylinder 4 on the right engine.,var
551,Baffle bolt absent at cylinder 2 of the left engine.,var
551,Inspection revealed the right engine without a baffle bolt on cylinder three.,var
552,All B-nuts on the rocker drain lines are loose.,var
552,Found every B nut on the rocker drain lines loose during the inspection.,var
552,The rocker drain line B‑nuts were all found to be loose.,var
552,Every B nut securing the rocker drain lines is loose.,var
553,"During valve staking on the left engine, the No. 2 exhaust rocker was nicked.",var
553,"While staking valves, the right engine’s No. 3 exhaust rocker picked up a small nick.",var
553,A minor nick was introduced to the left engine’s #1 exhaust rocker during the valve staking procedure.,var
553,Valve staking caused a nick to the exhaust rocker on the right side at cylinder 2.,var
554,A small crack was found on the outboard forward oil cooler.,var
554,"Spotted a tiny crack on the oil cooler outboard, toward the front.",var
554,"Small crack observed on oil cooler (outboard, forward position).",var
554,Forward outboard oil cooler has a minor crack — repair required.,var
555,Oil tube drain lines for the cylinders were found loose.,var
555,Found the cylinder oil drain tubes loose during inspection.,var
555,The oil drain lines to the cylinders are not secured and are loose.,var
555,Several cylinder oil tube drain lines came loose.,var
556,Leak observed at the rocker arm cover of cylinder No.1.,var
556,There's oil coming from the rocker-arm cover on #3.,var
556,Rocker arm cover on cylinder 4 found to be leaking.,var
556,Cylinder 2 rocker arm cover is leaking.,var
557,The #3 cylinder on the left engine shows zero compression.,var
557,Cylinder #2 on the right engine had no compression during the check.,var
557,No compression was recorded on cylinder three of the left-hand engine.,var
557,Left engine cylinder 4 registered zero compression when tested.,var
558,The #3 cylinder baffle on the left engine was found cracked along the aft side.,var
558,Found a crack at the rear of the #2 cylinder baffle on the right engine.,var
558,Aft-side crack detected in the baffle of cylinder #4 on the left engine.,var
558,Left-engine cylinder baffle fractured on the aft side (cylinder #1).,var
559,The baffling on the #4 cylinder of the left engine is cracked at the angle brackets.,var
559,I found cracks in the angle brackets of the #3 cylinder baffle on the right engine.,var
559,Cracked angle brackets noted on the left-engine baffle for cylinder #2.,var
559,Angle brackets on the right engine’s #4 cylinder baffling are cracked.,var
560,Cylinder #3 registered low compression on the test—50/80.,var
560,Found low compression in cyl. #2; gauge showed about 45/80.,var
560,"Cyl #4 shows weak compression, reading 50/70.",var
560,"Low compression was detected on cylinder 5, roughly 55/80.",var
561,"The lower rivet head on the engine baffle, right side inboard, has sheared off.",var
561,Found the bottom rivet head on the left engine baffle sheared off at the inboard area.,var
561,"Bottom rivet head sheared off on the engine baffle — right side, inboard.",var
561,On the engine baffle’s left side the lower rivet head is sheared off at the inboard position.,var
562,The pushrod tube is bent and must be repaired or replaced.,var
562,Found a kinked push-rod tube during the inspection.,var
562,Inspection revealed a bent pushrod tube.,var
562,Pushrod tube shows a bend; service action required.,var
563,Excessive vibration and rough-running engine noted during the post-flight inspection.,var
563,After shutdown the engine was running rough and vibrating excessively.,var
563,During the post check we observed the engine exhibiting severe vibration and rough operation.,var
563,Post inspection revealed the engine had rough running and excessive vibration.,var
564,Automatic re‑ignition does not activate when N2 is low.,var
564,Auto relight won't kick in with low N1 speed.,var
564,The automatic re‑ignition system failed to engage under reduced N2 conditions.,var
564,Auto re‑light does not operate at low N2 RPM.,var
565,The forward engine baffle is worn through.,var
565,The engine's front baffle has been worn right thru.,var
565,Found the forward-facing baffle on the engine with material worn completely through.,var
565,The nose-side baffle of the engine shows through-wear.,var
566,"During A/C run-up, the left prop tip was damaged.",var
566,"On the run-up check, the right propeller tip got nicked.",var
566,Found damage to the prop blade tip on prop #2 during the aircraft run-up.,var
566,"While performing run-up, the tip of propeller 1's blade was damaged.",var
567,Right engine baffle between cylinders #2 and #4 requires rework.,var
567,"The left engine baffle, between cylinders 1 and 3, needs to be reworked.",var
567,Baffle on the right engine located between cylinders 3 and 4 must be reworked.,var
567,Engine baffle between #2 & #4 (left side) requires rework.,var
568,The upper baffle hole plugs show excessive wear and need replacement.,var
568,    The top baffle hole plugs are worn out.,var
568,    Upper baffle hole plugs are worn.,var
568,    Wear was observed on the plugs in the upper baffle holes.,var
569,Baffle cracked beyond the stop drill on the #4 cylinder.,var
569,Found the baffle crack running past the stop-drill at cylinder #3.,var
569,The baffle is cracked through the stop-drill area of cylinder 2.,var
569,Inspection showed the baffle crack extended past the stop drill at cylinder #4.,var
570,Rocker cover on engine #2 is leaking oil.,var
570,The No. 4 rocker cover is dripping oil.,var
570,Found oil leaking from the rocker cover of engine 1.,var
570,Right rocker cover (engine No. 5) has an oil leak.,var
571,Missing mounting hardware found on the #2 rocker cover.,var
571,The #4 rocker cover has bolts and clips gone — hardware is missing.,var
571,Hardware absent from the #1 rocker cover.,var
571,Inspection revealed the #3 rocker cover is missing its fasteners.,var
572,The upper engine cowl requires chafe tape.,var
572,Apply chafe tape to the top engine cowling.,var
572,Chafing protection tape is needed on the upper cowl.,var
572,Top engine cowl needs anti‑chafe tape installed.,var
573,Lower intake clamps on the right engine number 4 were found loose.,var
573,Found loose lower clamps on the left engine intake at #3 during the inspection.,var
573,The lower clamps at the intake of engine 2 on the right side are loose.,var
573,"Observed loose lower intake clamps on engine No. 5, left side.",var
574,The forward ADEL clamp on cylinder #2 is loose and rubbing on the push rod tube.,var
574,    The forward Adel clamp on cylinder 3 was found loose and chafing the push-rod tube.,var
574,    Found the forward ADEL clamp on cylinder #4 loose — it’s contacting the pushrod tube.,var
574,    The Adel clamp forward of cylinder #1 has come loose and is rubbing the push rod tube.,var
575,Upper cowling requires a small strip of chafe tape to protect the rubbing area.,var
575,    Top cowling needs a little piece of anti-chafe tape applied to the wear spot.,var
575,    Install a short length of chafe tape on the upper cowl where it’s rubbing.,var
575,    Apply a small patch of chafe/abrasion tape to the upper cowling.,var
